"ASV","SpearmanRho","pValue","Occurrence","OccurrencePct","Kingdom","Phylum","Class","Order","Family","Genus","Species","CalcifierGeneral","CalcifierLarval","CalcifierAdult","StructureLarval","StructureAdult","MineralForm","PlanktonicLifeHistory","Removal","Description"
"1593",0.162375262846941,0.150139126800053,11,13.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4218",0.160448549607337,0.155102150539974,3,3.75,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys",NA,"No","No","No","None","None","None","Meroplanktonic","No","Flatfishes (flounders, soles, halibut)"
"79",0.158705337230311,0.159696836938877,42,52.5,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda",NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"282",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"398",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"646",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1286",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1551",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"1683",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1715",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1934",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Proceroecia","Proceroecia procera","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"1966",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2358",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2788",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Annelida","Polychaeta","Phyllodocida","Phyllodocidae",NA,NA,"No","No","No","None","None","None","Benthic + Meroplanktonic","No","Active marine polychaetes"
"2900",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"3268",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3326",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"3630",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Cancridae","Romaleon","Romaleon antennarium","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"3772",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"3935",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4209",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4298",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Chordata","Actinopteri","Sciaenidae","Sciaenidae","Genyonemus","Genyonemus lineatus","No","No","No","None","None","None","Meroplanktonic","No","Drums and croakers (marine fish)"
"4299",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"4475",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4906",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Heterorhabdidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4907",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"5019",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5586",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Tritoniidae","Tritonia","Tritonia tetraquetra","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"5608",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6094",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Nemertea","Palaeonemertea","Tubulaniformes","Tubulanidae","Carinina","Carinina chocolata","No","No","No","None","None","None","Benthic + Meroplanktonic","No","Unsegmented ribbon worms (nemerteans)"
"6292",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6293",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6504",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6767",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithrix","Scolecithrix bradyi","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6768",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Polyceridae","Limacia","Limacia cockerelli","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"6769",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"7251",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Porroecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"7253",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Temoridae","Temora","Temora discaudata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"7666",0.158345010537239,0.160659031619725,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus tropicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1222",0.158177213675533,0.161108569461587,4,5,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"717",0.158123804541682,0.161251851020668,13,16.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"205",0.157029017065049,0.164209685503948,13,16.25,"Eukaryota","Echinodermata","Echinoidea","Temnopleuroida","Toxopneustidae","Lytechinus","Lytechinus pictus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Short-spined sea urchins"
"2789",0.156789165221744,0.164863021951126,2,2.5,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Galatheidae","Janetogalathea","Janetogalathea californiensis","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"644",0.155392306071582,0.168706125186097,31,38.75,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"1206",0.154622371893638,0.170852381501186,2,2.5,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora",NA,"Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"921",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1295",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Halocypris","Halocypris inflata","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"1528",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1684",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"1697",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia campanella","No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"1830",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Echinoidea","Temnopleuroida","Toxopneustidae","Lytechinus","Lytechinus pictus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Short-spined sea urchins"
"2251",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Mecynoceridae","Mecynocera","Mecynocera clausi","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2406",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2564",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"3174",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"3632",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3939",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4111",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Mollusca","Gastropoda","Limapontiidae","Limapontiidae",NA,NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Sap-sucking sea slugs"
"4112",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus",NA,"Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"4114",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4115",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Hansarsia","Hansarsia difficilis","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"4211",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"5021",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Limacinidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"5144",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"5145",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5148",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Candaciidae","Candacia","Candacia curta","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5310",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5311",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Munididae","Antillimunida","Antillimunida bapensis","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"5312",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophionereidae","Ophionereis",NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"5313",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae",NA,NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"5314",0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Flaccisagitta",NA,"No","No","No","None","None","None","Holoplanktonic","No","Chaetognaths (arrow worms)"
